group_name	categ	tick	meta_order
"car_convertible_002"	"horiz"	7	4
"car_hatchback_001"	"horiz"	1	4
"car_hatchback_001"	"horiz"	2	4
"car_hatchback_001"	"horiz"	3	4
"car_hatchback_001"	"horiz"	4	4
"car_hatchback_001"	"horiz"	5	4
"car_hatchback_001"	"horiz"	6	4
"car_hatchback_001"	"horiz"	7	4
"car_hatchback_002"	"horiz"	1	4
"car_hatchback_002"	"horiz"	2	4
"car_hatchback_002"	"horiz"	3	4
"car_hatchback_002"	"horiz"	4	4
"car_hatchback_002"	"horiz"	5	4
"car_hatchback_002"	"horiz"	6	4
"car_hatchback_002"	"horiz"	7	4
"car_pickup_001"	"horiz"	1	4
"car_pickup_001"	"horiz"	2	4
"car_pickup_001"	"horiz"	3	4
"car_pickup_001"	"horiz"	4	4
"car_pickup_001"	"horiz"	5	4
"car_pickup_001"	"horiz"	6	4
"car_pickup_001"	"horiz"	7	4
"car_sedan_001"	"horiz"	1	4
"car_sedan_001"	"horiz"	2	4
"car_sedan_001"	"horiz"	3	4
"car_sedan_001"	"horiz"	4	4
"car_sedan_001"	"horiz"	5	4
"car_sedan_001"	"horiz"	6	4
"car_sedan_001"	"horiz"	7	4
"car_sedan_002"	"horiz"	1	4
"car_sedan_002"	"horiz"	2	4
"car_sedan_002"	"horiz"	3	4
"car_sedan_002"	"horiz"	4	4
"car_sedan_002"	"horiz"	5	4
"car_sedan_002"	"horiz"	6	4
"car_sedan_002"	"horiz"	7	4
"car_sportscar_001"	"horiz"	1	4
"car_sportscar_001"	"horiz"	2	4
"car_sportscar_001"	"horiz"	3	4
"car_sportscar_001"	"horiz"	4	4
"car_sportscar_001"	"horiz"	5	4
"car_sportscar_001"	"horiz"	6	4
"car_sportscar_001"	"horiz"	7	4
"car_sportscar_002"	"horiz"	1	4
"car_sportscar_002"	"horiz"	2	4
"car_sportscar_002"	"horiz"	3	4
"car_sportscar_002"	"horiz"	4	4
"car_sportscar_002"	"horiz"	5	4
"car_sportscar_002"	"horiz"	6	4
"car_sportscar_002"	"horiz"	7	4
"car_suv_002"	"horiz"	1	4
"car_suv_002"	"horiz"	2	4
"car_suv_002"	"horiz"	3	4
"car_suv_002"	"horiz"	4	4
"car_suv_002"	"horiz"	5	4
"car_suv_002"	"horiz"	6	4
"car_suv_002"	"horiz"	7	4
"car_van_001"	"horiz"	1	4
"car_van_001"	"horiz"	2	4
"car_van_001"	"horiz"	3	4
"car_van_001"	"horiz"	4	4
"car_van_001"	"horiz"	5	4
"car_van_001"	"horiz"	6	4
"car_van_001"	"horiz"	7	4
"car_van_002"	"horiz"	1	4
"car_van_002"	"horiz"	2	4
"car_van_002"	"horiz"	3	4
"car_van_002"	"horiz"	4	4
"car_van_002"	"horiz"	5	4
"car_van_002"	"horiz"	6	4
"car_van_002"	"horiz"	7	4
"car_wagon_001"	"horiz"	1	4
"car_wagon_001"	"horiz"	2	4
"car_wagon_001"	"horiz"	3	4
"car_wagon_001"	"horiz"	4	4
"car_wagon_001"	"horiz"	5	4
"car_wagon_001"	"horiz"	6	4
"car_wagon_001"	"horiz"	7	4
"car_wagon_002"	"horiz"	1	4
"car_wagon_002"	"horiz"	2	4
"car_wagon_002"	"horiz"	3	4
"car_wagon_002"	"horiz"	4	4
"car_wagon_002"	"horiz"	5	4
"car_wagon_002"	"horiz"	6	4
"car_wagon_002"	"horiz"	7	4
"heavycannon_001"	"horiz"	1	4
"heavycannon_001"	"horiz"	2	4
"heavycannon_001"	"horiz"	3	4
"heavycannon_001"	"horiz"	4	4
"heavycannon_001"	"horiz"	5	4
"heavycannon_001"	"horiz"	6	4
"heavycannon_001"	"horiz"	7	4
"heavycannon_002"	"horiz"	1	4
"heavycannon_002"	"horiz"	2	4
"heavycannon_002"	"horiz"	3	4
"heavycannon_002"	"horiz"	4	4
"heavycannon_002"	"horiz"	5	4
"heavycannon_002"	"horiz"	6	4
"heavycannon_002"	"horiz"	7	4
"heavycannon_003"	"horiz"	1	4
"heavycannon_003"	"horiz"	2	4
"heavycannon_003"	"horiz"	3	4
"heavycannon_003"	"horiz"	4	4
"heavycannon_003"	"horiz"	5	4
"heavycannon_003"	"horiz"	6	4
"heavycannon_003"	"horiz"	7	4
"heavycannon_004"	"horiz"	1	4
"heavycannon_004"	"horiz"	2	4
"heavycannon_004"	"horiz"	3	4
"heavycannon_004"	"horiz"	4	4
"heavycannon_004"	"horiz"	5	4
"heavycannon_004"	"horiz"	6	4
"heavycannon_004"	"horiz"	7	4
"heavycannon_005"	"horiz"	1	4
"heavycannon_005"	"horiz"	2	4
"heavycannon_005"	"horiz"	3	4
"heavycannon_005"	"horiz"	4	4
"heavycannon_005"	"horiz"	5	4
"heavycannon_005"	"horiz"	6	4
"heavycannon_005"	"horiz"	7	4
"heavycannon_006"	"horiz"	1	4
"heavycannon_006"	"horiz"	2	4
"heavycannon_006"	"horiz"	3	4
"heavycannon_006"	"horiz"	4	4
"heavycannon_006"	"horiz"	5	4
"heavycannon_006"	"horiz"	6	4
"heavycannon_006"	"horiz"	7	4
"heavycannon_007"	"horiz"	1	4
"heavycannon_007"	"horiz"	2	4
"heavycannon_007"	"horiz"	3	4
"heavycannon_007"	"horiz"	4	4
"heavycannon_007"	"horiz"	5	4
"heavycannon_007"	"horiz"	6	4
"heavycannon_007"	"horiz"	7	4
"heavycannon_010"	"horiz"	1	4
"heavycannon_010"	"horiz"	2	4
"heavycannon_010"	"horiz"	3	4
"heavycannon_010"	"horiz"	4	4
"heavycannon_010"	"horiz"	5	4
"heavycannon_010"	"horiz"	6	4
"heavycannon_010"	"horiz"	7	4
"heavycannon_011"	"horiz"	1	4
"heavycannon_011"	"horiz"	2	4
"heavycannon_011"	"horiz"	3	4
"heavycannon_011"	"horiz"	4	4
"heavycannon_011"	"horiz"	5	4
"heavycannon_011"	"horiz"	6	4
"heavycannon_011"	"horiz"	7	4
"motorcycle_chopper_001"	"horiz"	1	4
"motorcycle_chopper_001"	"horiz"	2	4
"motorcycle_chopper_001"	"horiz"	3	4
"motorcycle_chopper_001"	"horiz"	4	4
"motorcycle_chopper_001"	"horiz"	5	4
"motorcycle_chopper_001"	"horiz"	6	4
"motorcycle_chopper_001"	"horiz"	7	4
"motorcycle_chopper_002"	"horiz"	1	4
"motorcycle_chopper_002"	"horiz"	2	4
"motorcycle_chopper_002"	"horiz"	3	4
"motorcycle_chopper_002"	"horiz"	4	4
"motorcycle_chopper_002"	"horiz"	5	4
"motorcycle_chopper_002"	"horiz"	6	4
"motorcycle_chopper_002"	"horiz"	7	4
"motorcycle_chopper_003"	"horiz"	1	4
"motorcycle_chopper_003"	"horiz"	2	4
"motorcycle_chopper_003"	"horiz"	3	4
"motorcycle_chopper_003"	"horiz"	4	4
"motorcycle_chopper_003"	"horiz"	5	4
"motorcycle_chopper_003"	"horiz"	6	4
"motorcycle_chopper_003"	"horiz"	7	4
"motorcycle_dirt_001"	"horiz"	1	4
"motorcycle_dirt_001"	"horiz"	2	4
"motorcycle_dirt_001"	"horiz"	3	4
"motorcycle_dirt_001"	"horiz"	4	4
"motorcycle_dirt_001"	"horiz"	5	4
"motorcycle_dirt_001"	"horiz"	6	4
"motorcycle_dirt_001"	"horiz"	7	4
"motorcycle_dirt_002"	"horiz"	1	4
"motorcycle_dirt_002"	"horiz"	2	4
"motorcycle_dirt_002"	"horiz"	3	4
"motorcycle_dirt_002"	"horiz"	4	4
"motorcycle_dirt_002"	"horiz"	5	4
"motorcycle_dirt_002"	"horiz"	6	4
"motorcycle_dirt_002"	"horiz"	7	4
"motorcycle_dirt_003"	"horiz"	1	4
"motorcycle_dirt_003"	"horiz"	2	4
"motorcycle_dirt_003"	"horiz"	3	4
"motorcycle_dirt_003"	"horiz"	4	4
"motorcycle_dirt_003"	"horiz"	5	4
"motorcycle_dirt_003"	"horiz"	6	4
"motorcycle_dirt_003"	"horiz"	7	4
"motorcycle_dirt_004"	"horiz"	1	4
"motorcycle_dirt_004"	"horiz"	2	4
"motorcycle_dirt_004"	"horiz"	3	4
"motorcycle_dirt_004"	"horiz"	4	4
"motorcycle_dirt_004"	"horiz"	5	4
"motorcycle_dirt_004"	"horiz"	6	4
"motorcycle_dirt_004"	"horiz"	7	4
"motorcycle_sport_001"	"horiz"	1	4
"motorcycle_sport_001"	"horiz"	2	4
"motorcycle_sport_001"	"horiz"	3	4
"motorcycle_sport_001"	"horiz"	4	4
"motorcycle_sport_001"	"horiz"	5	4
"motorcycle_sport_001"	"horiz"	6	4
"motorcycle_sport_001"	"horiz"	7	4
"motorcycle_sport_002"	"horiz"	1	4
"motorcycle_sport_002"	"horiz"	2	4
"motorcycle_sport_002"	"horiz"	3	4
"motorcycle_sport_002"	"horiz"	4	4
"motorcycle_sport_002"	"horiz"	5	4
"motorcycle_sport_002"	"horiz"	6	4
"motorcycle_sport_002"	"horiz"	7	4
"motorcycle_sport_003"	"horiz"	1	4
"motorcycle_sport_003"	"horiz"	2	4
"motorcycle_sport_003"	"horiz"	3	4
"motorcycle_sport_003"	"horiz"	4	4
"motorcycle_sport_003"	"horiz"	5	4
"motorcycle_sport_003"	"horiz"	6	4
"motorcycle_sport_003"	"horiz"	7	4
"motorcycle_sport_004"	"horiz"	1	4
"motorcycle_sport_004"	"horiz"	2	4
"motorcycle_sport_004"	"horiz"	3	4
"motorcycle_sport_004"	"horiz"	4	4
"motorcycle_sport_004"	"horiz"	5	4
"motorcycle_sport_004"	"horiz"	6	4
"motorcycle_sport_004"	"horiz"	7	4
"motorcycle_standard_002"	"horiz"	1	4
"motorcycle_standard_002"	"horiz"	2	4
"motorcycle_standard_002"	"horiz"	3	4
"motorcycle_standard_002"	"horiz"	4	4
"motorcycle_standard_002"	"horiz"	5	4
"motorcycle_standard_002"	"horiz"	6	4
"motorcycle_standard_002"	"horiz"	7	4
"motorcycle_standard_003"	"horiz"	1	4
"motorcycle_standard_003"	"horiz"	2	4
"motorcycle_standard_003"	"horiz"	3	4
"motorcycle_standard_003"	"horiz"	4	4
"motorcycle_standard_003"	"horiz"	5	4
"motorcycle_standard_003"	"horiz"	6	4
"motorcycle_standard_003"	"horiz"	7	4
"motorcycle_standard_004"	"horiz"	1	4
"motorcycle_standard_004"	"horiz"	2	4
"motorcycle_standard_004"	"horiz"	3	4
"motorcycle_standard_004"	"horiz"	4	4
"motorcycle_standard_004"	"horiz"	5	4
"motorcycle_standard_004"	"horiz"	6	4
"motorcycle_standard_004"	"horiz"	7	4
"stapler_001"	"horiz"	1	4
"stapler_001"	"horiz"	2	4
"stapler_001"	"horiz"	3	4
"stapler_001"	"horiz"	4	4
"stapler_001"	"horiz"	5	4
"stapler_001"	"horiz"	6	4
"stapler_001"	"horiz"	7	4
"stapler_004"	"horiz"	1	4
"stapler_004"	"horiz"	2	4
"stapler_004"	"horiz"	3	4
"stapler_004"	"horiz"	4	4
"stapler_004"	"horiz"	5	4
"stapler_004"	"horiz"	6	4
"stapler_004"	"horiz"	7	4
"stapler_005"	"horiz"	1	4
"stapler_005"	"horiz"	2	4
"stapler_005"	"horiz"	3	4
"stapler_005"	"horiz"	4	4
"stapler_005"	"horiz"	5	4
"stapler_005"	"horiz"	6	4
"stapler_005"	"horiz"	7	4
"stapler_006"	"horiz"	1	4
"stapler_006"	"horiz"	2	4
"stapler_006"	"horiz"	3	4
"stapler_006"	"horiz"	4	4
"stapler_006"	"horiz"	5	4
"stapler_006"	"horiz"	6	4
"stapler_006"	"horiz"	7	4
"stapler_007"	"horiz"	1	4
"stapler_007"	"horiz"	2	4
"stapler_007"	"horiz"	3	4
"stapler_007"	"horiz"	4	4
"stapler_007"	"horiz"	5	4
"stapler_007"	"horiz"	6	4
"stapler_007"	"horiz"	7	4
"stapler_008"	"horiz"	1	4
"stapler_008"	"horiz"	2	4
"stapler_008"	"horiz"	3	4
"stapler_008"	"horiz"	4	4
"stapler_008"	"horiz"	5	4
"stapler_008"	"horiz"	6	4
"stapler_008"	"horiz"	7	4
