_H:,$Image,$Subj,$Resp
_D:,trial_0.jpg,0,Left
_D:,trial_0.jpg,1,Left
_D:,trial_0.jpg,2,Left
_D:,trial_0.jpg,3,Left
_D:,trial_0.jpg,4,Left
_D:,trial_0.jpg,5,Left
_D:,trial_0.jpg,6,Left
_D:,trial_0.jpg,7,Left
_D:,trial_0.jpg,8,Left
_D:,trial_0.jpg,9,Left
_D:,trial_0.jpg,10,Left
_D:,trial_0.jpg,11,Left
_D:,trial_0.jpg,12,Left
_D:,trial_0.jpg,13,Left
_D:,trial_0.jpg,14,Left
_D:,trial_0.jpg,15,Right
_D:,trial_0.jpg,16,Left
_D:,trial_0.jpg,17,Left
_D:,trial_0.jpg,18,Left
_D:,trial_0.jpg,19,Right
_D:,trial_0.jpg,20,Left
_D:,trial_0.jpg,21,Left
_D:,trial_0.jpg,22,Left
_D:,trial_0.jpg,23,Left
_D:,trial_0.jpg,24,Left
_D:,trial_0.jpg,25,Left
_D:,trial_0.jpg,26,Left
_D:,trial_0.jpg,27,Left
_D:,trial_0.jpg,28,Left
_D:,trial_0.jpg,29,Left
_D:,trial_1.jpg,24,Left
_D:,trial_1.jpg,16,Right
_D:,trial_1.jpg,9,Right
_D:,trial_1.jpg,11,Right
_D:,trial_1.jpg,7,Left
_D:,trial_1.jpg,30,Right
_D:,trial_1.jpg,2,Right
_D:,trial_1.jpg,28,Right
_D:,trial_1.jpg,10,Left
_D:,trial_1.jpg,0,Right
_D:,trial_1.jpg,29,Left
_D:,trial_1.jpg,25,Right
_D:,trial_1.jpg,31,Right
_D:,trial_1.jpg,32,Right
_D:,trial_1.jpg,15,Right
_D:,trial_1.jpg,33,Right
_D:,trial_1.jpg,14,Left
_D:,trial_1.jpg,21,Right
_D:,trial_1.jpg,34,Right
_D:,trial_1.jpg,35,Left
_D:,trial_1.jpg,13,Right
_D:,trial_1.jpg,20,Right
_D:,trial_1.jpg,8,Right
_D:,trial_1.jpg,22,Right
_D:,trial_1.jpg,27,Left
_D:,trial_1.jpg,36,Right
_D:,trial_1.jpg,26,Right
_D:,trial_1.jpg,37,Right
_D:,trial_1.jpg,18,Left
_D:,trial_1.jpg,23,Right
_D:,trial_2.jpg,10,Left
_D:,trial_2.jpg,2,Left
_D:,trial_2.jpg,30,Left
_D:,trial_2.jpg,16,Left
_D:,trial_2.jpg,24,Left
_D:,trial_2.jpg,26,Left
_D:,trial_2.jpg,15,Left
_D:,trial_2.jpg,1,Left
_D:,trial_2.jpg,9,Left
_D:,trial_2.jpg,33,Left
_D:,trial_2.jpg,0,Right
_D:,trial_2.jpg,17,Left
_D:,trial_2.jpg,31,Left
_D:,trial_2.jpg,29,Left
_D:,trial_2.jpg,36,Left
_D:,trial_2.jpg,37,Left
_D:,trial_2.jpg,25,Left
_D:,trial_2.jpg,7,Left
_D:,trial_2.jpg,21,Left
_D:,trial_2.jpg,22,Right
_D:,trial_2.jpg,11,Left
_D:,trial_2.jpg,8,Left
_D:,trial_2.jpg,14,Left
_D:,trial_2.jpg,18,Left
_D:,trial_2.jpg,6,Left
_D:,trial_2.jpg,38,Left
_D:,trial_2.jpg,32,Left
_D:,trial_2.jpg,23,Left
_D:,trial_2.jpg,39,Left
_D:,trial_2.jpg,3,Left
_D:,trial_3.jpg,7,Right
_D:,trial_3.jpg,40,Right
_D:,trial_3.jpg,31,Right
_D:,trial_3.jpg,41,Right
_D:,trial_3.jpg,22,Left
_D:,trial_3.jpg,29,Right
_D:,trial_3.jpg,10,Right
_D:,trial_3.jpg,18,Right
_D:,trial_3.jpg,42,Right
_D:,trial_3.jpg,8,Left
_D:,trial_3.jpg,11,Right
_D:,trial_3.jpg,43,Left
_D:,trial_3.jpg,26,Right
_D:,trial_3.jpg,17,Right
_D:,trial_3.jpg,3,Right
_D:,trial_3.jpg,27,Right
_D:,trial_3.jpg,25,Right
_D:,trial_3.jpg,39,Right
_D:,trial_3.jpg,21,Right
_D:,trial_3.jpg,16,Right
_D:,trial_3.jpg,23,Right
_D:,trial_3.jpg,15,Right
_D:,trial_3.jpg,0,Right
_D:,trial_3.jpg,19,Right
_D:,trial_3.jpg,33,Right
_D:,trial_3.jpg,28,Right
_D:,trial_3.jpg,20,Right
_D:,trial_3.jpg,32,Right
_D:,trial_3.jpg,24,Right
_D:,trial_3.jpg,14,Right
_D:,trial_4.jpg,31,Right
_D:,trial_4.jpg,28,Right
_D:,trial_4.jpg,13,Right
_D:,trial_4.jpg,0,Right
_D:,trial_4.jpg,30,Right
_D:,trial_4.jpg,23,Right
_D:,trial_4.jpg,14,Right
_D:,trial_4.jpg,9,Right
_D:,trial_4.jpg,17,Right
_D:,trial_4.jpg,29,Right
_D:,trial_4.jpg,8,Right
_D:,trial_4.jpg,35,Right
_D:,trial_4.jpg,7,Right
_D:,trial_4.jpg,3,Left
_D:,trial_4.jpg,1,Left
_D:,trial_4.jpg,4,Right
_D:,trial_4.jpg,26,Right
_D:,trial_4.jpg,24,Right
_D:,trial_4.jpg,19,Left
_D:,trial_4.jpg,15,Right
_D:,trial_4.jpg,33,Right
_D:,trial_4.jpg,44,Right
_D:,trial_4.jpg,25,Left
_D:,trial_4.jpg,2,Right
_D:,trial_4.jpg,21,Right
_D:,trial_4.jpg,18,Right
_D:,trial_4.jpg,39,Right
_D:,trial_4.jpg,27,Right
_D:,trial_4.jpg,22,Right
_D:,trial_4.jpg,40,Right
_D:,trial_5.jpg,20,Left
_D:,trial_5.jpg,26,Left
_D:,trial_5.jpg,45,Left
_D:,trial_5.jpg,7,Left
_D:,trial_5.jpg,29,Left
_D:,trial_5.jpg,18,Left
_D:,trial_5.jpg,2,Left
_D:,trial_5.jpg,0,Left
_D:,trial_5.jpg,22,Left
_D:,trial_5.jpg,27,Right
_D:,trial_5.jpg,39,Left
_D:,trial_5.jpg,16,Right
_D:,trial_5.jpg,33,Left
_D:,trial_5.jpg,8,Left
_D:,trial_5.jpg,4,Left
_D:,trial_5.jpg,25,Left
_D:,trial_5.jpg,30,Left
_D:,trial_5.jpg,15,Left
_D:,trial_5.jpg,11,Left
_D:,trial_5.jpg,19,Left
_D:,trial_5.jpg,21,Left
_D:,trial_5.jpg,28,Left
_D:,trial_5.jpg,17,Left
_D:,trial_5.jpg,24,Left
_D:,trial_5.jpg,10,Left
_D:,trial_5.jpg,34,Left
_D:,trial_5.jpg,9,Left
_D:,trial_5.jpg,14,Left
_D:,trial_5.jpg,23,Left
_D:,trial_5.jpg,46,Left
_D:,trial_6.jpg,32,Left
_D:,trial_6.jpg,18,Right
_D:,trial_6.jpg,19,Right
_D:,trial_6.jpg,47,Right
_D:,trial_6.jpg,21,Right
_D:,trial_6.jpg,11,Right
_D:,trial_6.jpg,1,Right
_D:,trial_6.jpg,33,Right
_D:,trial_6.jpg,48,Right
_D:,trial_6.jpg,28,Right
_D:,trial_6.jpg,45,Right
_D:,trial_6.jpg,20,Right
_D:,trial_6.jpg,2,Right
_D:,trial_6.jpg,16,Right
_D:,trial_6.jpg,26,Right
_D:,trial_6.jpg,46,Right
_D:,trial_6.jpg,24,Right
_D:,trial_6.jpg,29,Right
_D:,trial_6.jpg,0,Right
_D:,trial_6.jpg,13,Right
_D:,trial_6.jpg,22,Right
_D:,trial_6.jpg,25,Right
_D:,trial_6.jpg,14,Right
_D:,trial_6.jpg,17,Right
_D:,trial_6.jpg,31,Right
_D:,trial_6.jpg,7,Right
_D:,trial_6.jpg,36,Right
_D:,trial_6.jpg,9,Right
_D:,trial_6.jpg,23,Right
_D:,trial_6.jpg,8,Right
_D:,trial_600.jpg,7,Left
_D:,trial_600.jpg,31,Left
_D:,trial_600.jpg,2,Left
_D:,trial_600.jpg,29,Left
_D:,trial_600.jpg,14,Left
_D:,trial_600.jpg,13,Left
_D:,trial_600.jpg,3,Left
_D:,trial_600.jpg,26,Left
_D:,trial_600.jpg,19,Right
_D:,trial_600.jpg,35,Right
_D:,trial_600.jpg,18,Left
_D:,trial_600.jpg,17,Left
_D:,trial_600.jpg,20,Left
_D:,trial_600.jpg,30,Left
_D:,trial_600.jpg,46,Left
_D:,trial_600.jpg,0,Left
_D:,trial_600.jpg,21,Left
_D:,trial_600.jpg,9,Left
_D:,trial_600.jpg,40,Left
_D:,trial_600.jpg,44,Left
_D:,trial_600.jpg,15,Left
_D:,trial_600.jpg,23,Left
_D:,trial_600.jpg,24,Left
_D:,trial_600.jpg,8,Left
_D:,trial_600.jpg,5,Left
_D:,trial_600.jpg,27,Right
_D:,trial_600.jpg,11,Left
_D:,trial_600.jpg,28,Left
_D:,trial_600.jpg,25,Left
_D:,trial_600.jpg,22,Right
_D:,trial_7.jpg,9,Right
_D:,trial_7.jpg,0,Right
_D:,trial_7.jpg,23,Right
_D:,trial_7.jpg,17,Left
_D:,trial_7.jpg,4,Left
_D:,trial_7.jpg,27,Right
_D:,trial_7.jpg,18,Right
_D:,trial_7.jpg,1,Right
_D:,trial_7.jpg,29,Right
_D:,trial_7.jpg,30,Right
_D:,trial_7.jpg,44,Right
_D:,trial_7.jpg,42,Left
_D:,trial_7.jpg,20,Right
_D:,trial_7.jpg,7,Right
_D:,trial_7.jpg,2,Right
_D:,trial_7.jpg,13,Right
_D:,trial_7.jpg,46,Right
_D:,trial_7.jpg,10,Left
_D:,trial_7.jpg,32,Right
_D:,trial_7.jpg,24,Right
_D:,trial_7.jpg,14,Right
_D:,trial_7.jpg,22,Left
_D:,trial_7.jpg,25,Right
_D:,trial_7.jpg,26,Right
_D:,trial_7.jpg,28,Left
_D:,trial_7.jpg,31,Right
_D:,trial_7.jpg,19,Right
_D:,trial_7.jpg,8,Right
_D:,trial_7.jpg,3,Left
_D:,trial_7.jpg,21,Left
_D:,trial_601.jpg,46,Right
_D:,trial_601.jpg,31,Right
_D:,trial_601.jpg,7,Right
_D:,trial_601.jpg,14,Right
_D:,trial_601.jpg,20,Right
_D:,trial_601.jpg,2,Right
_D:,trial_601.jpg,11,Right
_D:,trial_601.jpg,16,Left
_D:,trial_601.jpg,26,Right
_D:,trial_601.jpg,22,Right
_D:,trial_601.jpg,19,Right
_D:,trial_601.jpg,8,Right
_D:,trial_601.jpg,18,Right
_D:,trial_601.jpg,25,Right
_D:,trial_601.jpg,36,Right
_D:,trial_601.jpg,13,Right
_D:,trial_601.jpg,28,Left
_D:,trial_601.jpg,32,Right
_D:,trial_601.jpg,29,Right
_D:,trial_601.jpg,21,Right
_D:,trial_601.jpg,23,Left
_D:,trial_601.jpg,24,Right
_D:,trial_601.jpg,0,Right
_D:,trial_601.jpg,9,Right
_D:,trial_601.jpg,15,Right
_D:,trial_601.jpg,30,Left
_D:,trial_601.jpg,27,Left
_D:,trial_601.jpg,17,Left
_D:,trial_601.jpg,33,Left
_D:,trial_601.jpg,10,Right
_D:,trial_8.jpg,19,Right
_D:,trial_8.jpg,13,Right
_D:,trial_8.jpg,0,Right
_D:,trial_8.jpg,15,Right
_D:,trial_8.jpg,26,Right
_D:,trial_8.jpg,24,Right
_D:,trial_8.jpg,46,Right
_D:,trial_8.jpg,18,Right
_D:,trial_8.jpg,7,Right
_D:,trial_8.jpg,17,Right
_D:,trial_8.jpg,33,Right
_D:,trial_8.jpg,20,Right
_D:,trial_8.jpg,28,Right
_D:,trial_8.jpg,30,Right
_D:,trial_8.jpg,6,Right
_D:,trial_8.jpg,22,Right
_D:,trial_8.jpg,25,Right
_D:,trial_8.jpg,10,Right
_D:,trial_8.jpg,8,Right
_D:,trial_8.jpg,9,Right
_D:,trial_8.jpg,27,Right
_D:,trial_8.jpg,37,Right
_D:,trial_8.jpg,21,Right
_D:,trial_8.jpg,40,Right
_D:,trial_8.jpg,31,Right
_D:,trial_8.jpg,44,Right
_D:,trial_8.jpg,29,Right
_D:,trial_8.jpg,14,Right
_D:,trial_8.jpg,2,Right
_D:,trial_8.jpg,23,Right
_D:,trial_602.jpg,0,Right
_D:,trial_602.jpg,31,Right
_D:,trial_602.jpg,7,Right
_D:,trial_602.jpg,19,Right
_D:,trial_602.jpg,8,Right
_D:,trial_602.jpg,30,Right
_D:,trial_602.jpg,1,Right
_D:,trial_602.jpg,23,Right
_D:,trial_602.jpg,25,Right
_D:,trial_602.jpg,6,Right
_D:,trial_602.jpg,37,Left
_D:,trial_602.jpg,11,Right
_D:,trial_602.jpg,14,Right
_D:,trial_602.jpg,36,Right
_D:,trial_602.jpg,10,Right
_D:,trial_602.jpg,21,Right
_D:,trial_602.jpg,20,Right
_D:,trial_602.jpg,15,Right
_D:,trial_602.jpg,17,Right
_D:,trial_602.jpg,29,Right
_D:,trial_602.jpg,26,Right
_D:,trial_602.jpg,34,Right
_D:,trial_602.jpg,27,Right
_D:,trial_602.jpg,40,Right
_D:,trial_602.jpg,24,Right
_D:,trial_602.jpg,2,Right
_D:,trial_602.jpg,3,Left
_D:,trial_602.jpg,18,Right
_D:,trial_602.jpg,5,Right
_D:,trial_602.jpg,47,Right
_D:,trial_9.jpg,10,Left
_D:,trial_9.jpg,9,Left
_D:,trial_9.jpg,26,Left
_D:,trial_9.jpg,23,Left
_D:,trial_9.jpg,16,Right
_D:,trial_9.jpg,45,Left
_D:,trial_9.jpg,18,Left
_D:,trial_9.jpg,1,Left
_D:,trial_9.jpg,19,Left
_D:,trial_9.jpg,13,Left
_D:,trial_9.jpg,28,Left
_D:,trial_9.jpg,14,Left
_D:,trial_9.jpg,29,Left
_D:,trial_9.jpg,32,Left
_D:,trial_9.jpg,3,Left
_D:,trial_9.jpg,21,Left
_D:,trial_9.jpg,8,Left
_D:,trial_9.jpg,31,Left
_D:,trial_9.jpg,25,Left
_D:,trial_9.jpg,34,Left
_D:,trial_9.jpg,22,Left
_D:,trial_9.jpg,7,Left
_D:,trial_9.jpg,24,Left
_D:,trial_9.jpg,49,Right
_D:,trial_9.jpg,17,Left
_D:,trial_9.jpg,2,Left
_D:,trial_9.jpg,0,Left
_D:,trial_9.jpg,30,Left
_D:,trial_9.jpg,46,Left
_D:,trial_9.jpg,11,Left
_D:,trial_603.jpg,22,Right
_D:,trial_603.jpg,29,Left
_D:,trial_603.jpg,8,Left
_D:,trial_603.jpg,1,Left
_D:,trial_603.jpg,7,Right
_D:,trial_603.jpg,9,Left
_D:,trial_603.jpg,21,Left
_D:,trial_603.jpg,5,Left
_D:,trial_603.jpg,2,Right
_D:,trial_603.jpg,20,Left
_D:,trial_603.jpg,16,Left
_D:,trial_603.jpg,17,Left
_D:,trial_603.jpg,46,Right
_D:,trial_603.jpg,25,Left
_D:,trial_603.jpg,32,Right
_D:,trial_603.jpg,11,Right
_D:,trial_603.jpg,24,Left
_D:,trial_603.jpg,47,Left
_D:,trial_603.jpg,6,Left
_D:,trial_603.jpg,13,Left
_D:,trial_603.jpg,23,Left
_D:,trial_603.jpg,27,Left
_D:,trial_603.jpg,14,Left
_D:,trial_603.jpg,0,Left
_D:,trial_603.jpg,3,Left
_D:,trial_603.jpg,26,Right
_D:,trial_603.jpg,33,Left
_D:,trial_603.jpg,30,Left
_D:,trial_603.jpg,18,Left
_D:,trial_603.jpg,28,Left
_D:,trial_604.jpg,47,Right
_D:,trial_604.jpg,7,Right
_D:,trial_604.jpg,9,Right
_D:,trial_604.jpg,40,Left
_D:,trial_604.jpg,36,Right
_D:,trial_604.jpg,21,Right
_D:,trial_604.jpg,27,Right
_D:,trial_604.jpg,20,Right
_D:,trial_604.jpg,8,Right
_D:,trial_604.jpg,14,Right
_D:,trial_604.jpg,22,Right
_D:,trial_604.jpg,23,Right
_D:,trial_604.jpg,31,Right
_D:,trial_604.jpg,26,Right
_D:,trial_604.jpg,24,Right
_D:,trial_604.jpg,29,Left
_D:,trial_604.jpg,18,Left
_D:,trial_604.jpg,19,Right
_D:,trial_604.jpg,0,Left
_D:,trial_604.jpg,1,Right
_D:,trial_604.jpg,49,Left
_D:,trial_604.jpg,46,Right
_D:,trial_604.jpg,25,Right
_D:,trial_604.jpg,15,Right
_D:,trial_604.jpg,34,Right
_D:,trial_604.jpg,11,Right
_D:,trial_604.jpg,37,Right
_D:,trial_604.jpg,30,Right
_D:,trial_604.jpg,10,Left
_D:,trial_604.jpg,42,Right
_D:,trial_10.jpg,3,Left
_D:,trial_10.jpg,18,Left
_D:,trial_10.jpg,23,Left
_D:,trial_10.jpg,29,Right
_D:,trial_10.jpg,46,Left
_D:,trial_10.jpg,37,Left
_D:,trial_10.jpg,28,Right
_D:,trial_10.jpg,32,Right
_D:,trial_10.jpg,13,Left
_D:,trial_10.jpg,16,Left
_D:,trial_10.jpg,24,Left
_D:,trial_10.jpg,0,Right
_D:,trial_10.jpg,19,Right
_D:,trial_10.jpg,11,Left
_D:,trial_10.jpg,7,Right
_D:,trial_10.jpg,15,Left
_D:,trial_10.jpg,30,Left
_D:,trial_10.jpg,21,Right
_D:,trial_10.jpg,26,Right
_D:,trial_10.jpg,22,Right
_D:,trial_10.jpg,25,Right
_D:,trial_10.jpg,17,Right
_D:,trial_10.jpg,2,Left
_D:,trial_10.jpg,50,Right
_D:,trial_10.jpg,14,Right
_D:,trial_10.jpg,44,Right
_D:,trial_10.jpg,8,Left
_D:,trial_10.jpg,42,Left
_D:,trial_10.jpg,20,Left
_D:,trial_10.jpg,10,Left
_D:,trial_605.jpg,14,Right
_D:,trial_605.jpg,35,Right
_D:,trial_605.jpg,40,Right
_D:,trial_605.jpg,34,Right
_D:,trial_605.jpg,4,Right
_D:,trial_605.jpg,13,Right
_D:,trial_605.jpg,26,Right
_D:,trial_605.jpg,22,Right
_D:,trial_605.jpg,17,Right
_D:,trial_605.jpg,33,Right
_D:,trial_605.jpg,21,Right
_D:,trial_605.jpg,0,Right
_D:,trial_605.jpg,18,Right
_D:,trial_605.jpg,20,Right
_D:,trial_605.jpg,16,Right
_D:,trial_605.jpg,8,Right
_D:,trial_605.jpg,1,Right
_D:,trial_605.jpg,9,Right
_D:,trial_605.jpg,23,Right
_D:,trial_605.jpg,37,Right
_D:,trial_605.jpg,15,Right
_D:,trial_605.jpg,2,Right
_D:,trial_605.jpg,10,Right
_D:,trial_605.jpg,45,Right
_D:,trial_605.jpg,25,Right
_D:,trial_605.jpg,7,Right
_D:,trial_605.jpg,24,Right
_D:,trial_605.jpg,27,Left
_D:,trial_605.jpg,29,Right
_D:,trial_605.jpg,36,Right
_D:,trial_11.jpg,31,Right
_D:,trial_11.jpg,11,Right
_D:,trial_11.jpg,26,Right
_D:,trial_11.jpg,24,Right
_D:,trial_11.jpg,23,Right
_D:,trial_11.jpg,46,Right
_D:,trial_11.jpg,33,Right
_D:,trial_11.jpg,36,Right
_D:,trial_11.jpg,0,Right
_D:,trial_11.jpg,21,Right
_D:,trial_11.jpg,44,Right
_D:,trial_11.jpg,25,Right
_D:,trial_11.jpg,2,Right
_D:,trial_11.jpg,50,Right
_D:,trial_11.jpg,13,Left
_D:,trial_11.jpg,29,Right
_D:,trial_11.jpg,20,Right
_D:,trial_11.jpg,17,Right
_D:,trial_11.jpg,32,Right
_D:,trial_11.jpg,22,Right
_D:,trial_11.jpg,30,Right
_D:,trial_11.jpg,8,Right
_D:,trial_11.jpg,19,Right
_D:,trial_11.jpg,3,Right
_D:,trial_11.jpg,7,Right
_D:,trial_11.jpg,14,Right
_D:,trial_11.jpg,51,Right
_D:,trial_11.jpg,10,Right
_D:,trial_11.jpg,18,Right
_D:,trial_11.jpg,28,Right
_D:,trial_606.jpg,27,Right
_D:,trial_606.jpg,20,Left
_D:,trial_606.jpg,4,Left
_D:,trial_606.jpg,30,Left
_D:,trial_606.jpg,17,Left
_D:,trial_606.jpg,50,Left
_D:,trial_606.jpg,24,Left
_D:,trial_606.jpg,22,Left
_D:,trial_606.jpg,29,Right
_D:,trial_606.jpg,7,Left
_D:,trial_606.jpg,33,Left
_D:,trial_606.jpg,3,Left
_D:,trial_606.jpg,6,Right
_D:,trial_606.jpg,11,Left
_D:,trial_606.jpg,23,Left
_D:,trial_606.jpg,16,Left
_D:,trial_606.jpg,14,Left
_D:,trial_606.jpg,25,Right
_D:,trial_606.jpg,0,Right
_D:,trial_606.jpg,46,Left
_D:,trial_606.jpg,18,Left
_D:,trial_606.jpg,32,Left
_D:,trial_606.jpg,26,Right
_D:,trial_606.jpg,10,Left
_D:,trial_606.jpg,28,Left
_D:,trial_606.jpg,2,Left
_D:,trial_606.jpg,1,Left
_D:,trial_606.jpg,21,Left
_D:,trial_606.jpg,31,Right
_D:,trial_606.jpg,8,Left
_D:,trial_12.jpg,0,Right
_D:,trial_12.jpg,8,Right
_D:,trial_12.jpg,2,Right
_D:,trial_12.jpg,40,Right
_D:,trial_12.jpg,7,Right
_D:,trial_12.jpg,18,Right
_D:,trial_12.jpg,19,Right
_D:,trial_12.jpg,11,Right
_D:,trial_12.jpg,27,Right
_D:,trial_12.jpg,46,Left
_D:,trial_12.jpg,3,Right
_D:,trial_12.jpg,28,Left
_D:,trial_12.jpg,17,Right
_D:,trial_12.jpg,38,Right
_D:,trial_12.jpg,14,Right
_D:,trial_12.jpg,30,Right
_D:,trial_12.jpg,26,Right
_D:,trial_12.jpg,47,Right
_D:,trial_12.jpg,16,Right
_D:,trial_12.jpg,20,Right
_D:,trial_12.jpg,10,Left
_D:,trial_12.jpg,21,Right
_D:,trial_12.jpg,45,Right
_D:,trial_12.jpg,23,Right
_D:,trial_12.jpg,22,Right
_D:,trial_12.jpg,25,Right
_D:,trial_12.jpg,15,Right
_D:,trial_12.jpg,24,Right
_D:,trial_12.jpg,29,Right
_D:,trial_12.jpg,9,Right
_D:,trial_13.jpg,10,Right
_D:,trial_13.jpg,13,Left
_D:,trial_13.jpg,14,Left
_D:,trial_13.jpg,5,Left
_D:,trial_13.jpg,32,Right
_D:,trial_13.jpg,27,Left
_D:,trial_13.jpg,23,Left
_D:,trial_13.jpg,20,Left
_D:,trial_13.jpg,46,Right
_D:,trial_13.jpg,21,Left
_D:,trial_13.jpg,17,Right
_D:,trial_13.jpg,6,Right
_D:,trial_13.jpg,19,Left
_D:,trial_13.jpg,16,Left
_D:,trial_13.jpg,3,Left
_D:,trial_13.jpg,29,Left
_D:,trial_13.jpg,18,Left
_D:,trial_13.jpg,42,Left
_D:,trial_13.jpg,15,Right
_D:,trial_13.jpg,28,Left
_D:,trial_13.jpg,24,Right
_D:,trial_13.jpg,9,Left
_D:,trial_13.jpg,31,Right
_D:,trial_13.jpg,22,Left
_D:,trial_13.jpg,25,Left
_D:,trial_13.jpg,8,Right
_D:,trial_13.jpg,37,Left
_D:,trial_13.jpg,7,Left
_D:,trial_13.jpg,0,Left
_D:,trial_13.jpg,26,Left
_D:,trial_607.jpg,0,Right
_D:,trial_607.jpg,7,Right
_D:,trial_607.jpg,15,Right
_D:,trial_607.jpg,25,Right
_D:,trial_607.jpg,46,Right
_D:,trial_607.jpg,26,Right
_D:,trial_607.jpg,10,Right
_D:,trial_607.jpg,2,Right
_D:,trial_607.jpg,8,Right
_D:,trial_607.jpg,1,Right
_D:,trial_607.jpg,11,Right
_D:,trial_607.jpg,28,Right
_D:,trial_607.jpg,21,Left
_D:,trial_607.jpg,44,Right
_D:,trial_607.jpg,19,Right
_D:,trial_607.jpg,16,Right
_D:,trial_607.jpg,24,Right
_D:,trial_607.jpg,18,Left
_D:,trial_607.jpg,17,Right
_D:,trial_607.jpg,29,Left
_D:,trial_607.jpg,27,Right
_D:,trial_607.jpg,20,Right
_D:,trial_607.jpg,35,Right
_D:,trial_607.jpg,30,Right
_D:,trial_607.jpg,13,Right
_D:,trial_607.jpg,40,Left
_D:,trial_607.jpg,22,Left
_D:,trial_607.jpg,36,Left
_D:,trial_607.jpg,14,Right
_D:,trial_607.jpg,23,Right
_D:,trial_608.jpg,30,Right
_D:,trial_608.jpg,1,Right
_D:,trial_608.jpg,32,Right
_D:,trial_608.jpg,17,Right
_D:,trial_608.jpg,13,Right
_D:,trial_608.jpg,8,Right
_D:,trial_608.jpg,6,Right
_D:,trial_608.jpg,18,Right
_D:,trial_608.jpg,0,Right
_D:,trial_608.jpg,19,Right
_D:,trial_608.jpg,22,Right
_D:,trial_608.jpg,3,Right
_D:,trial_608.jpg,23,Right
_D:,trial_608.jpg,24,Right
_D:,trial_608.jpg,27,Right
_D:,trial_608.jpg,11,Right
_D:,trial_608.jpg,31,Right
_D:,trial_608.jpg,16,Right
_D:,trial_608.jpg,7,Right
_D:,trial_608.jpg,40,Right
_D:,trial_608.jpg,2,Right
_D:,trial_608.jpg,14,Right
_D:,trial_608.jpg,4,Right
_D:,trial_608.jpg,29,Right
_D:,trial_608.jpg,25,Right
_D:,trial_608.jpg,46,Right
_D:,trial_608.jpg,9,Right
_D:,trial_608.jpg,21,Right
_D:,trial_608.jpg,20,Right
_D:,trial_608.jpg,26,Right
_D:,trial_14.jpg,17,Right
_D:,trial_14.jpg,27,Right
_D:,trial_14.jpg,3,Right
_D:,trial_14.jpg,28,Left
_D:,trial_14.jpg,10,Right
_D:,trial_14.jpg,26,Right
_D:,trial_14.jpg,19,Right
_D:,trial_14.jpg,36,Right
_D:,trial_14.jpg,24,Right
_D:,trial_14.jpg,2,Right
_D:,trial_14.jpg,44,Right
_D:,trial_14.jpg,15,Right
_D:,trial_14.jpg,23,Right
_D:,trial_14.jpg,52,Right
_D:,trial_14.jpg,11,Right
_D:,trial_14.jpg,7,Right
_D:,trial_14.jpg,21,Right
_D:,trial_14.jpg,0,Right
_D:,trial_14.jpg,25,Right
_D:,trial_14.jpg,18,Right
_D:,trial_14.jpg,20,Right
_D:,trial_14.jpg,40,Right
_D:,trial_14.jpg,22,Right
_D:,trial_14.jpg,41,Right
_D:,trial_14.jpg,29,Right
_D:,trial_14.jpg,45,Right
_D:,trial_14.jpg,31,Right
_D:,trial_14.jpg,32,Right
_D:,trial_14.jpg,14,Right
_D:,trial_14.jpg,8,Right
_D:,trial_609.jpg,4,Right
_D:,trial_609.jpg,3,Left
_D:,trial_609.jpg,18,Left
_D:,trial_609.jpg,24,Left
_D:,trial_609.jpg,14,Left
_D:,trial_609.jpg,36,Left
_D:,trial_609.jpg,40,Right
_D:,trial_609.jpg,28,Left
_D:,trial_609.jpg,43,Left
_D:,trial_609.jpg,17,Left
_D:,trial_609.jpg,37,Left
_D:,trial_609.jpg,31,Left
_D:,trial_609.jpg,45,Left
_D:,trial_609.jpg,22,Right
_D:,trial_609.jpg,0,Right
_D:,trial_609.jpg,7,Left
_D:,trial_609.jpg,30,Left
_D:,trial_609.jpg,16,Left
_D:,trial_609.jpg,21,Left
_D:,trial_609.jpg,23,Right
_D:,trial_609.jpg,8,Right
_D:,trial_609.jpg,26,Left
_D:,trial_609.jpg,15,Left
_D:,trial_609.jpg,6,Left
_D:,trial_609.jpg,25,Left
_D:,trial_609.jpg,46,Left
_D:,trial_609.jpg,13,Left
_D:,trial_609.jpg,29,Left
_D:,trial_609.jpg,11,Left
_D:,trial_609.jpg,2,Left
_D:,trial_15.jpg,22,Right
_D:,trial_15.jpg,14,Right
_D:,trial_15.jpg,53,Right
_D:,trial_15.jpg,24,Right
_D:,trial_15.jpg,12,Right
_D:,trial_15.jpg,8,Right
_D:,trial_15.jpg,17,Right
_D:,trial_15.jpg,15,Right
_D:,trial_15.jpg,11,Right
_D:,trial_15.jpg,6,Right
_D:,trial_15.jpg,23,Right
_D:,trial_15.jpg,4,Right
_D:,trial_15.jpg,21,Right
_D:,trial_15.jpg,5,Right
_D:,trial_15.jpg,33,Right
_D:,trial_15.jpg,18,Right
_D:,trial_15.jpg,20,Right
_D:,trial_15.jpg,27,Right
_D:,trial_15.jpg,7,Right
_D:,trial_15.jpg,29,Right
_D:,trial_15.jpg,28,Right
_D:,trial_15.jpg,31,Right
_D:,trial_15.jpg,25,Right
_D:,trial_15.jpg,26,Left
_D:,trial_15.jpg,34,Right
_D:,trial_15.jpg,47,Right
