_H:,$Image,$Subj,$Resp
_D:,trial_58.jpg,25,Left
_D:,trial_58.jpg,17,Right
_D:,trial_58.jpg,8,Right
_D:,trial_58.jpg,21,Left
_D:,trial_58.jpg,45,Right
_D:,trial_58.jpg,15,Right
_D:,trial_58.jpg,7,Right
_D:,trial_58.jpg,13,Right
_D:,trial_58.jpg,23,Right
_D:,trial_58.jpg,10,Right
_D:,trial_58.jpg,32,Right
_D:,trial_58.jpg,27,Right
_D:,trial_58.jpg,11,Right
_D:,trial_58.jpg,0,Right
_D:,trial_58.jpg,26,Right
_D:,trial_662.jpg,0,Right
_D:,trial_662.jpg,10,Right
_D:,trial_662.jpg,3,Right
_D:,trial_662.jpg,26,Left
_D:,trial_662.jpg,18,Right
_D:,trial_662.jpg,14,Right
_D:,trial_662.jpg,32,Right
_D:,trial_662.jpg,16,Right
_D:,trial_662.jpg,27,Right
_D:,trial_662.jpg,24,Right
_D:,trial_662.jpg,21,Right
_D:,trial_662.jpg,22,Right
_D:,trial_662.jpg,25,Left
_D:,trial_662.jpg,20,Right
_D:,trial_662.jpg,11,Right
_D:,trial_662.jpg,17,Right
_D:,trial_662.jpg,13,Right
_D:,trial_662.jpg,30,Right
_D:,trial_662.jpg,29,Right
_D:,trial_662.jpg,9,Right
_D:,trial_662.jpg,8,Right
_D:,trial_662.jpg,15,Right
_D:,trial_662.jpg,7,Right
_D:,trial_662.jpg,36,Right
_D:,trial_662.jpg,5,Right
_D:,trial_662.jpg,2,Right
_D:,trial_662.jpg,4,Right
_D:,trial_662.jpg,31,Right
_D:,trial_662.jpg,23,Right
_D:,trial_662.jpg,28,Left
_D:,trial_256.jpg,25,Left
_D:,trial_256.jpg,6,Right
_D:,trial_256.jpg,47,Right
_D:,trial_256.jpg,28,Right
_D:,trial_256.jpg,31,Left
_D:,trial_256.jpg,2,Right
_D:,trial_256.jpg,5,Right
_D:,trial_256.jpg,29,Right
_D:,trial_256.jpg,41,Right
_D:,trial_256.jpg,22,Left
_D:,trial_256.jpg,32,Right
_D:,trial_256.jpg,20,Right
_D:,trial_256.jpg,23,Right
_D:,trial_256.jpg,27,Right
_D:,trial_256.jpg,46,Left
_D:,trial_256.jpg,18,Right
_D:,trial_256.jpg,8,Right
_D:,trial_256.jpg,14,Right
_D:,trial_256.jpg,3,Right
_D:,trial_256.jpg,26,Right
_D:,trial_256.jpg,30,Right
_D:,trial_256.jpg,17,Left
_D:,trial_256.jpg,40,Right
_D:,trial_256.jpg,13,Right
_D:,trial_256.jpg,7,Right
_D:,trial_256.jpg,0,Right
_D:,trial_256.jpg,9,Left
_D:,trial_256.jpg,21,Right
_D:,trial_256.jpg,24,Right
_D:,trial_256.jpg,44,Right
_D:,trial_456.jpg,3,Left
_D:,trial_456.jpg,7,Left
_D:,trial_456.jpg,31,Left
_D:,trial_456.jpg,8,Left
_D:,trial_456.jpg,2,Left
_D:,trial_456.jpg,24,Left
_D:,trial_456.jpg,1,Left
_D:,trial_456.jpg,20,Left
_D:,trial_456.jpg,14,Left
_D:,trial_456.jpg,11,Left
_D:,trial_456.jpg,37,Right
_D:,trial_456.jpg,21,Left
_D:,trial_456.jpg,16,Left
_D:,trial_456.jpg,35,Left
_D:,trial_456.jpg,0,Left
_D:,trial_456.jpg,33,Left
_D:,trial_456.jpg,13,Left
_D:,trial_456.jpg,9,Left
_D:,trial_456.jpg,29,Left
_D:,trial_456.jpg,49,Left
_D:,trial_456.jpg,22,Left
_D:,trial_456.jpg,40,Left
_D:,trial_456.jpg,19,Left
_D:,trial_456.jpg,34,Left
_D:,trial_456.jpg,25,Left
_D:,trial_456.jpg,26,Left
_D:,trial_456.jpg,23,Left
_D:,trial_456.jpg,17,Left
_D:,trial_456.jpg,28,Left
_D:,trial_456.jpg,18,Left
_D:,trial_59.jpg,4,Left
_D:,trial_59.jpg,14,Left
_D:,trial_59.jpg,6,Left
_D:,trial_59.jpg,34,Left
_D:,trial_59.jpg,0,Left
_D:,trial_59.jpg,35,Left
_D:,trial_59.jpg,15,Right
_D:,trial_59.jpg,8,Left
_D:,trial_59.jpg,19,Left
_D:,trial_59.jpg,17,Left
_D:,trial_59.jpg,25,Left
_D:,trial_59.jpg,29,Left
_D:,trial_59.jpg,24,Left
_D:,trial_59.jpg,2,Left
_D:,trial_59.jpg,9,Left
_D:,trial_59.jpg,22,Left
_D:,trial_59.jpg,26,Left
_D:,trial_59.jpg,50,Left
_D:,trial_59.jpg,13,Left
_D:,trial_59.jpg,18,Left
_D:,trial_59.jpg,33,Left
_D:,trial_59.jpg,27,Left
_D:,trial_59.jpg,20,Left
_D:,trial_59.jpg,46,Left
_D:,trial_59.jpg,21,Left
_D:,trial_59.jpg,32,Right
_D:,trial_59.jpg,16,Left
_D:,trial_59.jpg,7,Left
_D:,trial_59.jpg,41,Left
_D:,trial_59.jpg,23,Left
_D:,trial_663.jpg,30,Right
_D:,trial_663.jpg,20,Right
_D:,trial_663.jpg,24,Right
_D:,trial_663.jpg,8,Right
_D:,trial_663.jpg,10,Right
_D:,trial_663.jpg,14,Right
_D:,trial_663.jpg,27,Right
_D:,trial_663.jpg,5,Right
_D:,trial_663.jpg,6,Right
_D:,trial_663.jpg,25,Right
_D:,trial_663.jpg,18,Right
_D:,trial_663.jpg,48,Right
_D:,trial_663.jpg,62,Left
_D:,trial_663.jpg,47,Right
_D:,trial_663.jpg,17,Right
_D:,trial_663.jpg,37,Right
_D:,trial_663.jpg,31,Right
_D:,trial_663.jpg,15,Right
_D:,trial_663.jpg,3,Right
_D:,trial_663.jpg,9,Right
_D:,trial_663.jpg,26,Right
_D:,trial_663.jpg,29,Right
_D:,trial_663.jpg,0,Left
_D:,trial_663.jpg,7,Right
_D:,trial_663.jpg,23,Right
_D:,trial_663.jpg,11,Right
_D:,trial_663.jpg,36,Right
_D:,trial_663.jpg,2,Right
_D:,trial_663.jpg,41,Right
_D:,trial_663.jpg,21,Right
_D:,trial_257.jpg,15,Left
_D:,trial_257.jpg,10,Left
_D:,trial_257.jpg,4,Left
_D:,trial_257.jpg,25,Right
_D:,trial_257.jpg,21,Left
_D:,trial_257.jpg,26,Left
_D:,trial_257.jpg,0,Left
_D:,trial_257.jpg,7,Left
_D:,trial_257.jpg,28,Left
_D:,trial_257.jpg,20,Left
_D:,trial_257.jpg,18,Left
_D:,trial_257.jpg,31,Right
_D:,trial_257.jpg,56,Left
_D:,trial_257.jpg,46,Left
_D:,trial_257.jpg,14,Right
_D:,trial_257.jpg,13,Left
_D:,trial_257.jpg,22,Right
_D:,trial_257.jpg,17,Left
_D:,trial_257.jpg,29,Left
_D:,trial_257.jpg,2,Left
_D:,trial_257.jpg,3,Left
_D:,trial_257.jpg,11,Left
_D:,trial_257.jpg,16,Right
_D:,trial_257.jpg,27,Left
_D:,trial_257.jpg,50,Left
_D:,trial_257.jpg,36,Right
_D:,trial_257.jpg,24,Left
_D:,trial_257.jpg,32,Left
_D:,trial_257.jpg,23,Left
_D:,trial_257.jpg,8,Left
_D:,trial_457.jpg,14,Right
_D:,trial_457.jpg,36,Right
_D:,trial_457.jpg,10,Left
_D:,trial_457.jpg,21,Right
_D:,trial_457.jpg,13,Left
_D:,trial_457.jpg,9,Right
_D:,trial_457.jpg,24,Right
_D:,trial_457.jpg,17,Right
_D:,trial_457.jpg,16,Right
_D:,trial_457.jpg,40,Right
_D:,trial_457.jpg,18,Right
_D:,trial_457.jpg,25,Right
_D:,trial_457.jpg,23,Right
_D:,trial_457.jpg,27,Right
_D:,trial_457.jpg,2,Right
_D:,trial_457.jpg,8,Right
_D:,trial_457.jpg,15,Right
_D:,trial_457.jpg,39,Right
_D:,trial_457.jpg,31,Right
_D:,trial_457.jpg,34,Right
_D:,trial_457.jpg,0,Right
_D:,trial_457.jpg,28,Left
_D:,trial_457.jpg,7,Right
_D:,trial_457.jpg,29,Right
_D:,trial_457.jpg,26,Right
_D:,trial_457.jpg,22,Left
_D:,trial_457.jpg,32,Left
_D:,trial_457.jpg,47,Right
_D:,trial_457.jpg,30,Right
_D:,trial_457.jpg,37,Right
_D:,trial_60.jpg,50,Left
_D:,trial_60.jpg,8,Left
_D:,trial_60.jpg,26,Right
_D:,trial_60.jpg,25,Right
_D:,trial_60.jpg,22,Left
_D:,trial_60.jpg,55,Right
_D:,trial_60.jpg,23,Right
_D:,trial_60.jpg,42,Right
_D:,trial_60.jpg,29,Left
_D:,trial_60.jpg,37,Right
_D:,trial_60.jpg,0,Left
_D:,trial_60.jpg,14,Left
_D:,trial_60.jpg,11,Right
_D:,trial_60.jpg,3,Left
_D:,trial_60.jpg,47,Right
_D:,trial_60.jpg,10,Left
_D:,trial_60.jpg,33,Left
_D:,trial_60.jpg,19,Left
_D:,trial_60.jpg,21,Right
_D:,trial_60.jpg,24,Left
_D:,trial_60.jpg,20,Left
_D:,trial_60.jpg,27,Right
_D:,trial_60.jpg,7,Left
_D:,trial_60.jpg,36,Left
_D:,trial_60.jpg,40,Right
_D:,trial_60.jpg,18,Left
_D:,trial_60.jpg,2,Left
_D:,trial_60.jpg,17,Left
_D:,trial_60.jpg,34,Left
_D:,trial_60.jpg,44,Left
_D:,trial_258.jpg,16,Left
_D:,trial_258.jpg,23,Left
_D:,trial_258.jpg,9,Left
_D:,trial_258.jpg,0,Left
_D:,trial_258.jpg,42,Left
_D:,trial_258.jpg,33,Left
_D:,trial_258.jpg,15,Left
_D:,trial_258.jpg,17,Left
_D:,trial_258.jpg,40,Left
_D:,trial_258.jpg,28,Left
_D:,trial_258.jpg,27,Left
_D:,trial_258.jpg,21,Left
_D:,trial_258.jpg,13,Left
_D:,trial_258.jpg,25,Left
_D:,trial_258.jpg,3,Left
_D:,trial_258.jpg,8,Left
_D:,trial_258.jpg,26,Left
_D:,trial_258.jpg,20,Left
_D:,trial_258.jpg,7,Left
_D:,trial_258.jpg,11,Left
_D:,trial_258.jpg,10,Right
_D:,trial_258.jpg,14,Left
_D:,trial_258.jpg,29,Left
_D:,trial_258.jpg,56,Left
_D:,trial_258.jpg,18,Left
_D:,trial_258.jpg,46,Left
_D:,trial_258.jpg,31,Left
_D:,trial_258.jpg,12,Left
_D:,trial_258.jpg,30,Left
_D:,trial_258.jpg,24,Left
_D:,trial_664.jpg,32,Right
_D:,trial_664.jpg,39,Right
_D:,trial_664.jpg,17,Right
_D:,trial_664.jpg,21,Right
_D:,trial_664.jpg,66,Right
_D:,trial_664.jpg,6,Right
_D:,trial_664.jpg,10,Right
_D:,trial_664.jpg,8,Right
_D:,trial_664.jpg,31,Right
_D:,trial_664.jpg,0,Right
_D:,trial_664.jpg,11,Right
_D:,trial_664.jpg,28,Right
_D:,trial_664.jpg,20,Left
_D:,trial_664.jpg,26,Right
_D:,trial_664.jpg,49,Left
_D:,trial_664.jpg,2,Right
_D:,trial_664.jpg,24,Right
_D:,trial_664.jpg,1,Right
_D:,trial_664.jpg,3,Right
_D:,trial_664.jpg,25,Right
_D:,trial_664.jpg,30,Right
_D:,trial_664.jpg,14,Right
_D:,trial_664.jpg,18,Right
_D:,trial_664.jpg,46,Right
_D:,trial_664.jpg,7,Right
_D:,trial_664.jpg,19,Left
_D:,trial_664.jpg,29,Right
_D:,trial_664.jpg,34,Left
_D:,trial_664.jpg,23,Right
_D:,trial_664.jpg,13,Right
_D:,trial_458.jpg,18,Right
_D:,trial_458.jpg,24,Right
_D:,trial_458.jpg,14,Right
_D:,trial_458.jpg,7,Right
_D:,trial_458.jpg,8,Right
_D:,trial_458.jpg,30,Right
_D:,trial_458.jpg,2,Right
_D:,trial_458.jpg,34,Right
_D:,trial_458.jpg,15,Right
_D:,trial_458.jpg,23,Right
_D:,trial_458.jpg,9,Right
_D:,trial_458.jpg,46,Right
_D:,trial_458.jpg,21,Right
_D:,trial_458.jpg,1,Right
_D:,trial_458.jpg,22,Right
_D:,trial_458.jpg,41,Right
_D:,trial_458.jpg,13,Right
_D:,trial_458.jpg,32,Left
_D:,trial_458.jpg,26,Right
_D:,trial_458.jpg,16,Right
_D:,trial_458.jpg,39,Right
_D:,trial_458.jpg,6,Right
_D:,trial_458.jpg,3,Right
_D:,trial_458.jpg,25,Right
_D:,trial_458.jpg,11,Right
_D:,trial_458.jpg,0,Left
_D:,trial_458.jpg,10,Right
_D:,trial_458.jpg,17,Right
_D:,trial_458.jpg,28,Left
_D:,trial_458.jpg,29,Right
_D:,trial_61.jpg,31,Left
_D:,trial_61.jpg,15,Left
_D:,trial_61.jpg,7,Left
_D:,trial_61.jpg,25,Left
_D:,trial_61.jpg,3,Left
_D:,trial_61.jpg,29,Left
_D:,trial_61.jpg,11,Left
_D:,trial_61.jpg,17,Left
_D:,trial_61.jpg,16,Left
_D:,trial_61.jpg,18,Left
_D:,trial_61.jpg,32,Left
_D:,trial_61.jpg,36,Left
_D:,trial_61.jpg,46,Left
_D:,trial_61.jpg,8,Left
_D:,trial_61.jpg,27,Right
_D:,trial_61.jpg,0,Left
_D:,trial_61.jpg,33,Left
_D:,trial_61.jpg,13,Left
_D:,trial_61.jpg,22,Left
_D:,trial_61.jpg,30,Left
_D:,trial_61.jpg,47,Left
_D:,trial_61.jpg,24,Left
_D:,trial_61.jpg,14,Left
_D:,trial_61.jpg,21,Left
_D:,trial_61.jpg,10,Left
_D:,trial_61.jpg,20,Left
_D:,trial_61.jpg,19,Left
_D:,trial_61.jpg,26,Left
_D:,trial_61.jpg,23,Left
_D:,trial_61.jpg,28,Left
_D:,trial_259.jpg,0,Right
_D:,trial_259.jpg,2,Left
_D:,trial_259.jpg,49,Right
_D:,trial_259.jpg,8,Right
_D:,trial_259.jpg,13,Right
_D:,trial_259.jpg,25,Left
_D:,trial_259.jpg,24,Left
_D:,trial_259.jpg,39,Left
_D:,trial_259.jpg,20,Right
_D:,trial_259.jpg,29,Left
_D:,trial_259.jpg,4,Left
_D:,trial_259.jpg,27,Left
_D:,trial_259.jpg,26,Right
_D:,trial_259.jpg,21,Left
_D:,trial_259.jpg,3,Left
_D:,trial_259.jpg,19,Left
_D:,trial_259.jpg,16,Left
_D:,trial_259.jpg,23,Right
_D:,trial_259.jpg,14,Right
_D:,trial_259.jpg,18,Right
_D:,trial_259.jpg,50,Left
_D:,trial_259.jpg,28,Left
_D:,trial_259.jpg,9,Left
_D:,trial_259.jpg,7,Right
_D:,trial_259.jpg,32,Left
_D:,trial_259.jpg,11,Left
_D:,trial_259.jpg,22,Right
_D:,trial_259.jpg,47,Right
_D:,trial_259.jpg,17,Right
_D:,trial_259.jpg,31,Left
_D:,trial_665.jpg,30,Right
_D:,trial_665.jpg,3,Right
_D:,trial_665.jpg,18,Right
_D:,trial_665.jpg,6,Right
_D:,trial_665.jpg,26,Right
_D:,trial_665.jpg,22,Right
_D:,trial_665.jpg,13,Right
_D:,trial_665.jpg,2,Right
_D:,trial_665.jpg,0,Right
_D:,trial_665.jpg,52,Left
_D:,trial_665.jpg,21,Right
_D:,trial_665.jpg,20,Right
_D:,trial_665.jpg,8,Right
_D:,trial_665.jpg,29,Right
_D:,trial_665.jpg,28,Right
_D:,trial_665.jpg,32,Right
_D:,trial_665.jpg,34,Right
_D:,trial_665.jpg,14,Right
_D:,trial_665.jpg,42,Right
_D:,trial_665.jpg,50,Right
_D:,trial_665.jpg,17,Right
_D:,trial_665.jpg,9,Right
_D:,trial_665.jpg,10,Right
_D:,trial_665.jpg,25,Right
_D:,trial_665.jpg,27,Right
_D:,trial_665.jpg,47,Right
_D:,trial_665.jpg,24,Right
_D:,trial_665.jpg,23,Right
_D:,trial_665.jpg,7,Right
_D:,trial_665.jpg,15,Right
_D:,trial_62.jpg,50,Right
_D:,trial_62.jpg,19,Left
_D:,trial_62.jpg,26,Left
_D:,trial_62.jpg,36,Left
_D:,trial_62.jpg,8,Left
_D:,trial_62.jpg,20,Right
_D:,trial_62.jpg,1,Left
_D:,trial_62.jpg,44,Left
_D:,trial_62.jpg,11,Right
_D:,trial_62.jpg,13,Right
_D:,trial_62.jpg,33,Right
_D:,trial_62.jpg,21,Right
_D:,trial_62.jpg,46,Right
_D:,trial_62.jpg,16,Right
_D:,trial_62.jpg,30,Left
_D:,trial_62.jpg,27,Right
_D:,trial_62.jpg,25,Right
_D:,trial_62.jpg,29,Left
_D:,trial_62.jpg,0,Left
_D:,trial_62.jpg,28,Left
_D:,trial_62.jpg,18,Right
_D:,trial_62.jpg,23,Right
_D:,trial_62.jpg,67,Left
_D:,trial_62.jpg,17,Right
_D:,trial_62.jpg,7,Left
_D:,trial_62.jpg,22,Left
_D:,trial_62.jpg,24,Right
_D:,trial_62.jpg,14,Left
_D:,trial_62.jpg,15,Right
_D:,trial_62.jpg,31,Left
_D:,trial_459.jpg,32,Left
_D:,trial_459.jpg,25,Left
_D:,trial_459.jpg,7,Left
_D:,trial_459.jpg,18,Right
_D:,trial_459.jpg,1,Right
_D:,trial_459.jpg,15,Left
_D:,trial_459.jpg,14,Right
_D:,trial_459.jpg,36,Left
_D:,trial_459.jpg,21,Right
_D:,trial_459.jpg,23,Left
_D:,trial_459.jpg,17,Left
_D:,trial_459.jpg,19,Right
_D:,trial_459.jpg,29,Left
_D:,trial_459.jpg,0,Left
_D:,trial_459.jpg,33,Left
_D:,trial_459.jpg,30,Left
_D:,trial_459.jpg,8,Left
_D:,trial_459.jpg,31,Right
_D:,trial_459.jpg,10,Left
_D:,trial_459.jpg,26,Right
_D:,trial_459.jpg,22,Left
_D:,trial_459.jpg,24,Right
_D:,trial_459.jpg,13,Right
_D:,trial_459.jpg,34,Left
_D:,trial_459.jpg,9,Right
_D:,trial_459.jpg,28,Left
_D:,trial_459.jpg,44,Right
_D:,trial_459.jpg,41,Left
_D:,trial_459.jpg,4,Right
_D:,trial_459.jpg,6,Right
_D:,trial_666.jpg,7,Left
_D:,trial_666.jpg,3,Left
_D:,trial_666.jpg,8,Left
_D:,trial_666.jpg,10,Left
_D:,trial_666.jpg,31,Left
_D:,trial_666.jpg,36,Right
_D:,trial_666.jpg,6,Left
_D:,trial_666.jpg,32,Right
_D:,trial_666.jpg,26,Right
_D:,trial_666.jpg,33,Left
_D:,trial_666.jpg,27,Right
_D:,trial_666.jpg,46,Left
_D:,trial_666.jpg,29,Right
_D:,trial_666.jpg,18,Left
_D:,trial_666.jpg,13,Left
_D:,trial_666.jpg,16,Right
_D:,trial_666.jpg,22,Left
_D:,trial_666.jpg,2,Right
_D:,trial_666.jpg,25,Left
_D:,trial_666.jpg,0,Right
_D:,trial_666.jpg,49,Left
_D:,trial_666.jpg,17,Right
_D:,trial_666.jpg,19,Left
_D:,trial_666.jpg,21,Right
_D:,trial_666.jpg,40,Right
_D:,trial_666.jpg,28,Right
_D:,trial_666.jpg,23,Left
_D:,trial_666.jpg,11,Left
_D:,trial_666.jpg,14,Left
_D:,trial_666.jpg,24,Right
_D:,trial_63.jpg,15,Left
_D:,trial_63.jpg,8,Right
_D:,trial_63.jpg,0,Right
_D:,trial_63.jpg,29,Right
_D:,trial_63.jpg,28,Right
_D:,trial_63.jpg,44,Right
_D:,trial_63.jpg,39,Right
_D:,trial_63.jpg,7,Right
_D:,trial_63.jpg,27,Right
_D:,trial_63.jpg,24,Right
_D:,trial_63.jpg,45,Left
_D:,trial_63.jpg,18,Right
_D:,trial_63.jpg,33,Right
_D:,trial_63.jpg,21,Right
_D:,trial_63.jpg,10,Right
_D:,trial_63.jpg,13,Right
_D:,trial_63.jpg,49,Left
_D:,trial_63.jpg,31,Right
_D:,trial_63.jpg,6,Right
_D:,trial_63.jpg,30,Left
_D:,trial_63.jpg,25,Left
_D:,trial_63.jpg,23,Right
_D:,trial_63.jpg,2,Right
_D:,trial_63.jpg,36,Right
_D:,trial_63.jpg,19,Right
_D:,trial_63.jpg,26,Right
_D:,trial_63.jpg,9,Right
_D:,trial_63.jpg,22,Left
_D:,trial_63.jpg,20,Right
_D:,trial_63.jpg,14,Right
_D:,trial_260.jpg,17,Right
_D:,trial_260.jpg,29,Right
_D:,trial_260.jpg,1,Right
_D:,trial_260.jpg,3,Right
_D:,trial_260.jpg,15,Right
_D:,trial_260.jpg,21,Right
_D:,trial_260.jpg,39,Right
_D:,trial_260.jpg,30,Right
_D:,trial_260.jpg,52,Right
_D:,trial_260.jpg,7,Right
_D:,trial_260.jpg,36,Right
_D:,trial_260.jpg,26,Left
_D:,trial_260.jpg,6,Right
_D:,trial_260.jpg,33,Right
_D:,trial_260.jpg,41,Right
_D:,trial_260.jpg,28,Right
_D:,trial_260.jpg,32,Right
_D:,trial_260.jpg,0,Right
_D:,trial_260.jpg,35,Right
_D:,trial_260.jpg,14,Right
_D:,trial_260.jpg,11,Right
_D:,trial_260.jpg,18,Right
_D:,trial_260.jpg,24,Right
_D:,trial_260.jpg,8,Right
_D:,trial_260.jpg,50,Right
_D:,trial_260.jpg,23,Right
_D:,trial_260.jpg,2,Right
_D:,trial_260.jpg,25,Right
_D:,trial_260.jpg,37,Right
_D:,trial_260.jpg,16,Right
_D:,trial_460.jpg,29,Right
_D:,trial_460.jpg,31,Right
_D:,trial_460.jpg,46,Right
_D:,trial_460.jpg,30,Right
_D:,trial_460.jpg,40,Right
_D:,trial_460.jpg,0,Right
_D:,trial_460.jpg,19,Right
_D:,trial_460.jpg,49,Right
_D:,trial_460.jpg,33,Right
_D:,trial_460.jpg,37,Right
_D:,trial_460.jpg,22,Right
_D:,trial_460.jpg,34,Right
_D:,trial_460.jpg,13,Right
_D:,trial_460.jpg,48,Right
_D:,trial_460.jpg,20,Right
_D:,trial_460.jpg,47,Right
_D:,trial_460.jpg,25,Right
_D:,trial_460.jpg,23,Right
_D:,trial_460.jpg,3,Right
_D:,trial_460.jpg,8,Right
_D:,trial_460.jpg,21,Right
_D:,trial_460.jpg,11,Right
_D:,trial_460.jpg,7,Right
_D:,trial_460.jpg,24,Right
_D:,trial_460.jpg,60,Left
_D:,trial_460.jpg,17,Right
_D:,trial_460.jpg,18,Right
_D:,trial_460.jpg,6,Right
_D:,trial_460.jpg,14,Right
_D:,trial_460.jpg,26,Right
_D:,trial_667.jpg,31,Left
_D:,trial_667.jpg,32,Left
_D:,trial_667.jpg,23,Left
_D:,trial_667.jpg,24,Left
_D:,trial_667.jpg,22,Left
_D:,trial_667.jpg,30,Left
_D:,trial_667.jpg,20,Left
_D:,trial_667.jpg,19,Left
_D:,trial_667.jpg,52,Left
_D:,trial_667.jpg,28,Left
_D:,trial_667.jpg,0,Right
_D:,trial_667.jpg,40,Left
_D:,trial_667.jpg,8,Left
_D:,trial_667.jpg,16,Right
_D:,trial_667.jpg,29,Left
_D:,trial_667.jpg,4,Left
_D:,trial_667.jpg,17,Left
_D:,trial_667.jpg,25,Left
_D:,trial_667.jpg,18,Left
_D:,trial_667.jpg,5,Right
_D:,trial_667.jpg,27,Left
_D:,trial_667.jpg,15,Right
_D:,trial_667.jpg,2,Left
_D:,trial_667.jpg,1,Left
_D:,trial_667.jpg,21,Left
_D:,trial_667.jpg,10,Right
_D:,trial_667.jpg,14,Left
_D:,trial_667.jpg,46,Left
_D:,trial_667.jpg,7,Left
_D:,trial_667.jpg,26,Left
_D:,trial_261.jpg,17,Left
_D:,trial_261.jpg,21,Left
_D:,trial_261.jpg,30,Left
_D:,trial_261.jpg,14,Left
_D:,trial_261.jpg,8,Left
_D:,trial_261.jpg,2,Left
_D:,trial_261.jpg,26,Left
_D:,trial_261.jpg,3,Left
_D:,trial_261.jpg,1,Left
_D:,trial_261.jpg,23,Left
_D:,trial_261.jpg,22,Left
_D:,trial_261.jpg,46,Right
_D:,trial_261.jpg,20,Left
_D:,trial_261.jpg,34,Left
_D:,trial_261.jpg,27,Left
_D:,trial_261.jpg,32,Left
_D:,trial_261.jpg,11,Left
_D:,trial_261.jpg,13,Left
_D:,trial_261.jpg,10,Right
_D:,trial_261.jpg,33,Left
_D:,trial_261.jpg,24,Left
_D:,trial_261.jpg,18,Right
_D:,trial_261.jpg,31,Left
_D:,trial_261.jpg,19,Left
_D:,trial_261.jpg,7,Left
_D:,trial_261.jpg,25,Left
_D:,trial_261.jpg,40,Left
_D:,trial_261.jpg,6,Left
_D:,trial_261.jpg,0,Left
_D:,trial_261.jpg,29,Left
_D:,trial_64.jpg,25,Left
_D:,trial_64.jpg,21,Left
_D:,trial_64.jpg,30,Left
_D:,trial_64.jpg,29,Left
_D:,trial_64.jpg,22,Left
_D:,trial_64.jpg,27,Left
_D:,trial_64.jpg,24,Right
_D:,trial_64.jpg,13,Left
_D:,trial_64.jpg,7,Left
_D:,trial_64.jpg,44,Left
_D:,trial_64.jpg,15,Left
_D:,trial_64.jpg,0,Left
_D:,trial_64.jpg,9,Left
_D:,trial_64.jpg,14,Left
_D:,trial_64.jpg,23,Left
_D:,trial_64.jpg,26,Left
_D:,trial_64.jpg,33,Left
_D:,trial_64.jpg,28,Left
_D:,trial_64.jpg,11,Left
_D:,trial_64.jpg,8,Left
_D:,trial_64.jpg,4,Left
_D:,trial_64.jpg,49,Left
_D:,trial_64.jpg,19,Left
_D:,trial_64.jpg,31,Left
_D:,trial_64.jpg,18,Left
_D:,trial_64.jpg,10,Left
_D:,trial_64.jpg,6,Left
_D:,trial_64.jpg,17,Left
_D:,trial_64.jpg,55,Left
_D:,trial_64.jpg,1,Left
_D:,trial_461.jpg,46,Right
_D:,trial_461.jpg,20,Right
_D:,trial_461.jpg,28,Left
_D:,trial_461.jpg,15,Left
_D:,trial_461.jpg,31,Right
_D:,trial_461.jpg,40,Right
_D:,trial_461.jpg,52,Right
_D:,trial_461.jpg,8,Right
_D:,trial_461.jpg,5,Right
_D:,trial_461.jpg,14,Left
_D:,trial_461.jpg,25,Right
_D:,trial_461.jpg,0,Right
_D:,trial_461.jpg,24,Right
_D:,trial_461.jpg,16,Right
_D:,trial_461.jpg,32,Left
_D:,trial_461.jpg,11,Left
_D:,trial_461.jpg,30,Right
_D:,trial_461.jpg,21,Right
_D:,trial_461.jpg,26,Right
_D:,trial_461.jpg,13,Right
_D:,trial_461.jpg,22,Right
_D:,trial_461.jpg,29,Right
_D:,trial_461.jpg,17,Right
_D:,trial_461.jpg,2,Right
_D:,trial_461.jpg,7,Right
_D:,trial_461.jpg,1,Right
_D:,trial_461.jpg,18,Right
_D:,trial_461.jpg,23,Right
_D:,trial_461.jpg,27,Right
_D:,trial_461.jpg,36,Right
_D:,trial_668.jpg,46,Right
_D:,trial_668.jpg,21,Right
_D:,trial_668.jpg,51,Right
_D:,trial_668.jpg,11,Right
_D:,trial_668.jpg,31,Right
_D:,trial_668.jpg,30,Right
_D:,trial_668.jpg,22,Right
_D:,trial_668.jpg,9,Right
_D:,trial_668.jpg,52,Right
_D:,trial_668.jpg,29,Right
_D:,trial_668.jpg,0,Right
_D:,trial_668.jpg,1,Right
_D:,trial_668.jpg,24,Right
_D:,trial_668.jpg,8,Right
_D:,trial_668.jpg,23,Right
_D:,trial_668.jpg,19,Right
_D:,trial_668.jpg,13,Right
_D:,trial_668.jpg,3,Right
_D:,trial_668.jpg,2,Right
_D:,trial_668.jpg,17,Right
_D:,trial_668.jpg,25,Right
_D:,trial_668.jpg,20,Right
_D:,trial_668.jpg,14,Right
_D:,trial_668.jpg,15,Right
_D:,trial_668.jpg,26,Right
_D:,trial_668.jpg,34,Right
_D:,trial_668.jpg,18,Right
_D:,trial_668.jpg,7,Right
_D:,trial_668.jpg,16,Right
_D:,trial_668.jpg,28,Left
_D:,trial_262.jpg,22,Right
_D:,trial_262.jpg,16,Left
_D:,trial_262.jpg,8,Left
_D:,trial_262.jpg,0,Left
_D:,trial_262.jpg,2,Left
_D:,trial_262.jpg,28,Left
_D:,trial_262.jpg,30,Left
_D:,trial_262.jpg,11,Left
_D:,trial_262.jpg,58,Left
_D:,trial_262.jpg,29,Left
_D:,trial_262.jpg,13,Left
